"","Mapa","Cve_Ent","Nom_Ent","Nom_Abr","Cve_Mun","Nom_Mun","Cve_Loc","Nom_Loc","Ámbito","Latitud","Longitud","Lat_Decimal","Lon_Decimal","Altitud","Cve_Carta","Pob_Total","Pob_Masculina","Pob_Femenina","Total De Viviendas Habitadas"
"795","100051447","10","Durango","Dgo.","005","Durango","1447","Rancho el Cascabel","R","24°14´15.691""N","104°41´28.428""W",24.237692,-104.69123,1903,"G13D81","0","0","0","0"
"796","100051448","10","Durango","Dgo.","005","Durango","1448","Providencia Eco-Parck Adventure [Fraccionamiento]","R","23°48´52.433""N","105°11´08.921""W",23.814565,-105.185811,2517,"F13A19","0","0","0","0"
"797","100051450","10","Durango","Dgo.","005","Durango","1450","Rancho la Tijera","R","23°51´04.035""N","105°11´01.611""W",23.851121,-105.183781,2432,"F13A19","0","0","0","0"
"798","100051451","10","Durango","Dgo.","005","Durango","1451","Las Papas","R","24°05´09.779""N","105°22´32.844""W",24.08605,-105.37579,2525,"G13C88","8","*","*","1"
"799","100051452","10","Durango","Dgo.","005","Durango","1452","Rancho los García","R","24°11´49.853""N","104°34´38.161""W",24.197181,-104.577267,1870,"G13D82","0","0","0","0"
"800","100051453","10","Durango","Dgo.","005","Durango","1453","Rancho los Pilares","R","23°37´16.451""N","104°50´52.796""W",23.621236,-104.847999,2518,"F13B21","0","0","0","0"
"801","100051455","10","Durango","Dgo.","005","Durango","1455","San Gabriel","R","24°07´25.692""N","105°17´27.897""W",24.123803,-105.291083,2536,"G13C89","41","24","17","8"
"802","100051456","10","Durango","Dgo.","005","Durango","1456","Satanejo","R","24°04´57.158""N","104°35´39.773""W",24.082544,-104.594381,1869,"G13D82","4","*","*","1"
"803","100051457","10","Durango","Dgo.","005","Durango","1457","La Soledad","R","24°04´47.769""N","105°20´00.171""W",24.079936,-105.333381,2554,"G13C88","0","0","0","0"
"804","100051458","10","Durango","Dgo.","005","Durango","1458","Los Tres Potrillos","R","23°58´51.260""N","104°34´23.805""W",23.980906,-104.573279,1870,"F13B12","0","0","0","0"
"805","100051459","10","Durango","Dgo.","005","Durango","1459","Las Tres Viudas","R","23°57´29.179""N","104°33´26.716""W",23.958105,-104.557421,1871,"F13B12","0","0","0","0"
"806","100051460","10","Durango","Dgo.","005","Durango","1460","Los Ángeles","R","23°33´55.336""N","104°51´07.075""W",23.565371,-104.851965,2653,"F13B21","0","0","0","0"
"807","100051461","10","Durango","Dgo.","005","Durango","1461","Las Antenas","R","23°31´41.297""N","104°41´25.257""W",23.528138,-104.690349,3119,"F13B21","0","0","0","0"
"808","100051463","10","Durango","Dgo.","005","Durango","1463","Cieneguitas","R","23°52´13.296""N","105°07´11.277""W",23.87036,-105.119799,2427,"F13A19","0","0","0","0"
"809","100051464","10","Durango","Dgo.","005","Durango","1464","El Quelite (El Cócono)","R","23°36´29.339""N","105°14´03.655""W",23.60815,-105.234349,2478,"F13A29","4","*","*","1"
"810","100051465","10","Durango","Dgo.","005","Durango","1465","El Dos","R","23°40´50.426""N","105°13´12.789""W",23.680674,-105.220219,2566,"F13A29","0","0","0","0"
"811","100051467","10","Durango","Dgo.","005","Durango","1467","Martínez [Granja]","R","23°52´43.553""N","105°15´34.296""W",23.878765,-105.259527,2379,"F13A19","4","*","*","1"
"812","100051469","10","Durango","Dgo.","005","Durango","1469","Jaura","R","23°38´38.234""N","104°57´04.763""W",23.643954,-104.951323,2642,"F13B21","0","0","0","0"
"813","100051470","10","Durango","Dgo.","005","Durango","1470","El Marco","R","23°39´41.222""N","105°00´43.825""W",23.661451,-105.012174,2440,"F13A29","0","0","0","0"
"814","100051471","10","Durango","Dgo.","005","Durango","1471","El Odilón","R","23°39´51.255""N","105°15´09.055""W",23.664238,-105.252515,2305,"F13A29","1","*","*","1"
"815","100051472","10","Durango","Dgo.","005","Durango","1472","La Carreta del Fuerte (Predios Rústicos Navíos)","R","23°55´12.079""N","105°03´14.509""W",23.920022,-105.05403,2525,"F13A19","0","0","0","0"
"816","100051473","10","Durango","Dgo.","005","Durango","1473","Rancho el Capricho","R","23°41´52.464""N","104°45´30.738""W",23.697907,-104.758538,2183,"F13B21","0","0","0","0"
"817","100051475","10","Durango","Dgo.","005","Durango","1475","El Rosillo","R","23°28´56.566""N","104°50´02.796""W",23.482379,-104.83411,2716,"F13B31","0","0","0","0"
"818","100051476","10","Durango","Dgo.","005","Durango","1476","San Juan","R","23°42´29.074""N","104°54´51.358""W",23.708076,-104.914266,2394,"F13B21","10","5","5","3"
"819","100051477","10","Durango","Dgo.","005","Durango","1477","El Varal","R","23°31´18.925""N","104°40´03.931""W",23.521924,-104.667759,2821,"F13B21","2","*","*","1"
"820","100051481","10","Durango","Dgo.","005","Durango","1481","La Bruja [Granja]","R","24°00´08.104""N","104°31´56.505""W",24.002251,-104.532363,1864,"G13D82","5","*","*","1"
"821","100051483","10","Durango","Dgo.","005","Durango","1483","La Candelaria","R","24°10´55.943""N","104°32´50.969""W",24.182206,-104.547491,1864,"G13D82","9","*","*","1"
"822","100051484","10","Durango","Dgo.","005","Durango","1484","El Pilar [Entronque]","R","23°56´48.101""N","104°36´16.481""W",23.946695,-104.604578,1876,"F13B12","0","0","0","0"
"823","100051496","10","Durango","Dgo.","005","Durango","1496","La Criba (Don Toño)","R","24°10´48.525""N","104°32´53.679""W",24.180146,-104.548244,1864,"G13D82","0","0","0","0"
"824","100051497","10","Durango","Dgo.","005","Durango","1497","Victoriano Rodríguez","R","23°54´37.850""N","104°32´13.984""W",23.910514,-104.537218,1882,"F13B12","0","0","0","0"
"825","100051512","10","Durango","Dgo.","005","Durango","1512","Las Gargolas","R","23°57´37.009""N","104°35´29.270""W",23.96028,-104.591464,1873,"F13B12","0","0","0","0"
"826","100051513","10","Durango","Dgo.","005","Durango","1513","Los Gavilanes","R","24°11´52.824""N","104°34´50.835""W",24.198007,-104.580788,1872,"G13D82","0","0","0","0"
"827","100051514","10","Durango","Dgo.","005","Durango","1514","Hermanos Flores [Granja]","R","24°01´48.903""N","104°34´15.274""W",24.030251,-104.570909,1870,"G13D82","3","*","*","1"
"828","100051515","10","Durango","Dgo.","005","Durango","1515","La Maroma [Granja]","R","24°01´44.752""N","104°34´19.385""W",24.029098,-104.572051,1870,"G13D82","2","*","*","1"
"829","100051516","10","Durango","Dgo.","005","Durango","1516","El Madroño [Granja Porcina]","R","24°01´44.568""N","104°34´35.034""W",24.029047,-104.576398,1869,"G13D82","0","0","0","0"
"830","100051525","10","Durango","Dgo.","005","Durango","1525","Pulgarín (Víctor Manuel Montelongo Castañeda)","R","24°01´49.140""N","104°34´10.502""W",24.030317,-104.569584,1869,"G13D82","0","0","0","0"
"831","100051526","10","Durango","Dgo.","005","Durango","1526","Javier Castrellon","R","23°59´49.000""N","104°33´40.599""W",23.996944,-104.561278,1869,"F13B12","0","0","0","0"
"832","100051527","10","Durango","Dgo.","005","Durango","1527","Rafael Alonso Cuellar","R","23°59´21.395""N","104°33´05.002""W",23.989276,-104.551389,1868,"F13B12","2","*","*","1"
"833","100051528","10","Durango","Dgo.","005","Durango","1528","Adrián Núñez Huerta","R","23°59´11.446""N","104°35´47.884""W",23.986513,-104.596634,1871,"F13B12","8","*","*","2"
"834","100051529","10","Durango","Dgo.","005","Durango","1529","David Barbosa","R","23°59´44.310""N","104°36´10.015""W",23.995642,-104.602782,1870,"F13B12","0","0","0","0"
"835","100051531","10","Durango","Dgo.","005","Durango","1531","Benito Hogando","R","23°59´42.371""N","104°36´56.159""W",23.995103,-104.6156,1873,"F13B12","0","0","0","0"
"836","100051532","10","Durango","Dgo.","005","Durango","1532","Susana Sánchez","R","23°59´44.187""N","104°37´06.701""W",23.995608,-104.618528,1873,"F13B12","0","0","0","0"
"837","100051533","10","Durango","Dgo.","005","Durango","1533","Juan José García","R","23°59´44.037""N","104°37´07.229""W",23.995566,-104.618675,1873,"F13B12","0","0","0","0"
"838","100051534","10","Durango","Dgo.","005","Durango","1534","Ramón Quiñones","R","23°59´40.765""N","104°37´11.290""W",23.994657,-104.619803,1874,"F13B12","0","0","0","0"
"839","100051535","10","Durango","Dgo.","005","Durango","1535","La Quinta","R","23°58´46.134""N","104°37´05.672""W",23.979482,-104.618242,1875,"F13B12","2","*","*","1"
"840","100051536","10","Durango","Dgo.","005","Durango","1536","Don Martín","R","23°58´18.367""N","104°34´47.499""W",23.971769,-104.579861,1871,"F13B12","0","0","0","0"
"841","100051537","10","Durango","Dgo.","005","Durango","1537","Francisco Díaz","R","23°57´21.683""N","104°35´22.284""W",23.956023,-104.589523,1874,"F13B12","0","0","0","0"
"842","100051538","10","Durango","Dgo.","005","Durango","1538","Las Marías","R","23°58´34.313""N","104°37´34.226""W",23.976198,-104.626174,1880,"F13B12","6","*","*","1"
"843","100051539","10","Durango","Dgo.","005","Durango","1539","Florencio Carrillo","R","23°58´25.234""N","104°37´28.672""W",23.973676,-104.624631,1873,"F13B12","0","0","0","0"
"844","100051541","10","Durango","Dgo.","005","Durango","1541","Guillermo Contreras","R","23°58´30.810""N","104°37´19.184""W",23.975225,-104.621996,1882,"F13B12","8","*","*","2"
"845","100051542","10","Durango","Dgo.","005","Durango","1542","Arturo Valverde Vázquez","R","23°56´57.865""N","104°36´42.214""W",23.949407,-104.611726,1879,"F13B12","0","0","0","0"
"846","100051543","10","Durango","Dgo.","005","Durango","1543","Gustavo Línden Bracho","R","23°57´35.444""N","104°40´37.622""W",23.959846,-104.677117,1882,"F13B11","0","0","0","0"
"847","100051544","10","Durango","Dgo.","005","Durango","1544","Epifanio Melero","R","23°58´32.612""N","104°41´24.625""W",23.975726,-104.690174,1881,"F13B11","0","0","0","0"
"848","100051545","10","Durango","Dgo.","005","Durango","1545","Los Tillos","R","24°00´41.557""N","104°26´41.067""W",24.011544,-104.444741,1859,"G13D82","0","0","0","0"
"849","100051547","10","Durango","Dgo.","005","Durango","1547","Eleuterio Astorga","R","24°00´44.001""N","104°27´15.822""W",24.012223,-104.454395,1859,"G13D82","0","0","0","0"
"850","100051548","10","Durango","Dgo.","005","Durango","1548","Alberto Luna","R","23°57´22.544""N","104°36´52.705""W",23.956262,-104.61464,1877,"F13B12","0","0","0","0"
"851","100051549","10","Durango","Dgo.","005","Durango","1549","El Ranchito","R","23°54´54.315""N","104°30´18.819""W",23.915088,-104.505228,1889,"F13B12","0","0","0","0"
"852","100051550","10","Durango","Dgo.","005","Durango","1550","Gustavo Herrera","R","23°54´52.246""N","104°30´07.200""W",23.914513,-104.502,1888,"F13B12","1","*","*","1"
"853","100051551","10","Durango","Dgo.","005","Durango","1551","Los Duraznos","R","23°55´06.010""N","104°30´31.781""W",23.918336,-104.508828,1888,"F13B12","0","0","0","0"
"854","100051552","10","Durango","Dgo.","005","Durango","1552","San Dario","R","23°55´13.106""N","104°30´45.482""W",23.920307,-104.512634,1887,"F13B12","0","0","0","0"
"855","100051553","10","Durango","Dgo.","005","Durango","1553","Don Elías","R","23°55´38.372""N","104°30´24.604""W",23.927326,-104.506834,1881,"F13B12","0","0","0","0"
"856","100051554","10","Durango","Dgo.","005","Durango","1554","Benjamín García","R","24°10´46.883""N","104°34´54.514""W",24.17969,-104.581809,1869,"G13D82","0","0","0","0"
"857","100051555","10","Durango","Dgo.","005","Durango","1555","Familia Vasio","R","24°10´52.167""N","104°34´47.096""W",24.181158,-104.579749,1870,"G13D82","1","*","*","1"
"858","100051556","10","Durango","Dgo.","005","Durango","1556","Erasmo Herrera","R","24°09´06.719""N","104°35´27.933""W",24.151866,-104.591093,1858,"G13D82","0","0","0","0"
"859","100051557","10","Durango","Dgo.","005","Durango","1557","Los Mezquites","R","23°54´46.723""N","104°30´18.770""W",23.912979,-104.505214,1891,"F13B12","5","*","*","1"
"860","100051558","10","Durango","Dgo.","005","Durango","1558","Mi Granjita","R","24°00´41.469""N","104°26´33.585""W",24.011519,-104.442663,1860,"G13D82","0","0","0","0"
"861","100051559","10","Durango","Dgo.","005","Durango","1559","Los Nogales","R","23°55´38.989""N","104°30´37.241""W",23.927497,-104.510345,1882,"F13B12","4","*","*","1"
"862","100051562","10","Durango","Dgo.","005","Durango","1562","Fermín Nuñez","R","24°12´11.941""N","104°31´40.932""W",24.203317,-104.528037,1859,"G13D82","0","0","0","0"
"863","100051564","10","Durango","Dgo.","005","Durango","1564","Miguel Calleros","R","23°59´12.269""N","104°36´11.808""W",23.986741,-104.60328,1870,"F13B12","0","0","0","0"
"864","100051565","10","Durango","Dgo.","005","Durango","1565","Bernabé Alvarado","R","23°58´22.280""N","104°39´04.697""W",23.972856,-104.651305,1877,"F13B12","0","0","0","0"
"865","100051566","10","Durango","Dgo.","005","Durango","1566","Los Girasoles","R","24°11´02.094""N","104°31´36.038""W",24.183915,-104.526677,1861,"G13D82","0","0","0","0"
"866","100051568","10","Durango","Dgo.","005","Durango","1568","Cabaña de Villa","R","23°56´46.576""N","104°35´04.066""W",23.946271,-104.584463,1873,"F13B12","0","0","0","0"
"867","100051571","10","Durango","Dgo.","005","Durango","1571","Eriliz [Comedor]","R","23°56´04.599""N","104°51´42.891""W",23.934611,-104.861914,2281,"F13B11","5","*","*","1"
"868","100051573","10","Durango","Dgo.","005","Durango","1573","El 15 Viejo","R","23°58´28.405""N","104°37´13.996""W",23.974557,-104.620554,1874,"F13B12","0","0","0","0"
"869","100051574","10","Durango","Dgo.","005","Durango","1574","El Cerro (La Torre)","R","24°02´52.104""N","104°42´57.539""W",24.047807,-104.715983,1952,"G13D81","0","0","0","0"
"870","100051578","10","Durango","Dgo.","005","Durango","1578","Ex-Hacienda Dolores","R","24°00´32.737""N","104°34´08.337""W",24.009094,-104.568983,1864,"G13D82","5","*","*","1"
"871","100051579","10","Durango","Dgo.","005","Durango","1579","Finca Sánchez","R","23°55´52.599""N","104°33´09.449""W",23.931278,-104.552625,1872,"F13B12","1","*","*","1"
"872","100051580","10","Durango","Dgo.","005","Durango","1580","Fraccionamiento el Soldado","R","23°56´22.744""N","104°56´09.682""W",23.939651,-104.936023,2412,"F13B11","0","0","0","0"
"873","100051581","10","Durango","Dgo.","005","Durango","1581","Fraccionamiento los Lobos","R","24°06´47.381""N","104°56´54.960""W",24.113161,-104.9486,2398,"G13D81","1","*","*","1"
"874","100051582","10","Durango","Dgo.","005","Durango","1582","La Casita Verde [Granja]","R","23°56´11.665""N","104°33´17.923""W",23.936574,-104.554979,1872,"F13B12","0","0","0","0"
"875","100051583","10","Durango","Dgo.","005","Durango","1583","Cristy [Granja]","R","23°58´17.428""N","104°34´15.132""W",23.971508,-104.57087,1872,"F13B12","7","*","*","2"
"876","100051584","10","Durango","Dgo.","005","Durango","1584","Don Alfonso [Granja]","R","23°57´12.854""N","104°32´45.846""W",23.953571,-104.546068,1871,"F13B12","0","0","0","0"
"877","100051585","10","Durango","Dgo.","005","Durango","1585","Don Roberto [Rancho]","R","23°54´30.996""N","104°32´36.817""W",23.90861,-104.54356,1883,"F13B12","0","0","0","0"
"878","100051586","10","Durango","Dgo.","005","Durango","1586","Magdalena [Granja]","R","23°58´37.625""N","104°29´34.542""W",23.977118,-104.492928,1864,"F13B12","0","0","0","0"
"879","100051587","10","Durango","Dgo.","005","Durango","1587","San Luis [Granja]","R","23°56´59.204""N","104°33´10.262""W",23.949779,-104.552851,1872,"F13B12","0","0","0","0"
"880","100051588","10","Durango","Dgo.","005","Durango","1588","San Pedro [Granja]","R","23°59´01.172""N","104°30´27.074""W",23.983659,-104.507521,1865,"F13B12","0","0","0","0"
"881","100051589","10","Durango","Dgo.","005","Durango","1589","Santa Carolina [Granja]","R","24°04´33.149""N","104°32´47.315""W",24.075875,-104.546476,1858,"G13D82","1","*","*","1"
"882","100051591","10","Durango","Dgo.","005","Durango","1591","Los 3 Potrillos [Granja]","R","23°54´40.700""N","104°32´53.394""W",23.911306,-104.548165,1883,"F13B12","3","*","*","1"
"883","100051592","10","Durango","Dgo.","005","Durango","1592","La Casita [Huerta]","R","23°56´03.794""N","104°33´16.656""W",23.934387,-104.554627,1872,"F13B12","0","0","0","0"
"884","100051593","10","Durango","Dgo.","005","Durango","1593","El Sacrificio","R","23°54´29.562""N","104°34´02.076""W",23.908212,-104.567243,1884,"F13B12","0","0","0","0"
"885","100051594","10","Durango","Dgo.","005","Durango","1594","La Criba 2","R","24°11´14.933""N","104°33´31.883""W",24.187481,-104.558856,1865,"G13D82","6","*","*","1"
"886","100051595","10","Durango","Dgo.","005","Durango","1595","La Escondida","R","23°59´06.413""N","104°45´41.894""W",23.985115,-104.761637,2142,"F13B11","0","0","0","0"
"887","100051596","10","Durango","Dgo.","005","Durango","1596","La Fortaleza de Muñoz","R","23°58´34.269""N","104°37´20.894""W",23.976186,-104.622471,1882,"F13B12","0","0","0","0"
"888","100051597","10","Durango","Dgo.","005","Durango","1597","La Tiendita","R","24°14´04.792""N","104°17´26.393""W",24.234664,-104.290665,1930,"G13D83","0","0","0","0"
"889","100051598","10","Durango","Dgo.","005","Durango","1598","Las Cuevas","R","23°59´03.379""N","104°46´54.587""W",23.984272,-104.78183,2203,"F13B11","0","0","0","0"
