"Alumno","Semestre","Cr. Apr.","Carga","Promedio","Carrera","localidad","latitud","longitud"
3606,5,108,29,81.46,"MECANICA","Los Caballos de Don Cruz",23.957366,-104.55193
3607,8,186,28,83.66,"MECANICA","Victoria de Durango",24.023988,-104.670194
3608,3,42,27,85.2,"MECANICA","La Criba (Don Toño)",24.180146,-104.548244
3609,1,NA,26,0,"MECANICA","Victoria de Durango",24.023988,-104.670194
3610,1,NA,26,0,"MECANICA","La Esperanza",23.921388,-105.297257
3611,7,132,19,83.03,"MECANICA","Las Curras",24.011718,-104.468644
3612,1,NA,26,0,"MECANICA","Victoria de Durango",24.023988,-104.670194
3613,3,52,24,85.5,"MECANICA","La Criba (Don Toño)",24.180146,-104.548244
3614,7,156,26,82.59,"MECANICA","Victoria de Durango",24.023988,-104.670194
3615,7,150,24,82.42,"MECANICA","Los Arroyos (Las Colonias)",23.691424,-105.032756
3616,1,NA,26,0,"MECANICA","Los Caballos de Don Cruz",23.957366,-104.55193
3617,1,NA,26,0,"MECANICA","Victoria de Durango",24.023988,-104.670194
3618,1,NA,26,0,"MECANICA","Victoria de Durango",24.023988,-104.670194
3619,3,42,32,81.2,"MECANICA","Los Caballos de Don Cruz",23.957366,-104.55193
3620,6,69,34,81,"MECANICA","Victoria de Durango",24.023988,-104.670194
3621,1,NA,26,0,"MECANICA","La Criba (Don Toño)",24.180146,-104.548244
3622,3,49,27,85.64,"MECANICA","Victoria de Durango",24.023988,-104.670194
3623,5,93,34,81.24,"MECANICA","Victoria de Durango",24.023988,-104.670194
3624,1,NA,26,0,"MECANICA","Los Caballos de Don Cruz",23.957366,-104.55193
3625,6,86,18,78.32,"MECANICA","Las Curras",24.011718,-104.468644
3626,7,64,36,77.4,"MECANICA","Los Arroyos (Las Colonias)",23.691424,-105.032756
3627,3,33,17,83.88,"MECANICA","Victoria de Durango",24.023988,-104.670194
3628,1,NA,26,0,"MECANICA","Los Arroyos (Las Colonias)",23.691424,-105.032756
3629,3,43,22,80.4,"MECANICA","Victoria de Durango",24.023988,-104.670194
3630,7,143,30,82.32,"MECANICA","Victoria de Durango",24.023988,-104.670194
3631,5,108,29,83.29,"MECANICA","Los Arroyos (Las Colonias)",23.691424,-105.032756
3632,1,NA,26,0,"MECANICA","La Esperanza",23.921388,-105.297257
3633,3,49,27,79.55,"MECANICA","Las Curras",24.011718,-104.468644
3634,3,33,31,80.88,"MECANICA","Victoria de Durango",24.023988,-104.670194
3635,1,NA,26,0,"MECANICA","Victoria de Durango",24.023988,-104.670194
3636,3,26,26,82.67,"MECANICA","Victoria de Durango",24.023988,-104.670194
3637,1,NA,26,0,"MECANICA","Victoria de Durango",24.023988,-104.670194
3638,7,170,27,86.59,"MECANICA","Victoria de Durango",24.023988,-104.670194
3639,3,30,22,83,"MECANICA","Victoria de Durango",24.023988,-104.670194
3640,7,141,26,86.29,"MECANICA","Los Arroyos (Las Colonias)",23.691424,-105.032756
3641,5,57,23,78.85,"MECANICA","Victoria de Durango",24.023988,-104.670194
3642,3,39,27,79.67,"MECANICA","Victoria de Durango",24.023988,-104.670194
3643,7,93,29,83.62,"MECANICA","Victoria de Durango",24.023988,-104.670194
3644,8,111,27,77.96,"MECANICA","Victoria de Durango",24.023988,-104.670194
3645,1,NA,26,0,"MECANICA","Victoria de Durango",24.023988,-104.670194
3646,7,166,21,90.67,"MECANICA","La Criba (Don Toño)",24.180146,-104.548244
3647,8,108,9,80.46,"MECANICA","Los Caballos de Don Cruz",23.957366,-104.55193
3648,5,109,32,90.08,"MECANICA","La Criba (Don Toño)",24.180146,-104.548244
3649,5,103,34,83.52,"MECANICA","Las Curras",24.011718,-104.468644
3650,3,52,32,79,"MECANICA","La Criba (Don Toño)",24.180146,-104.548244
3651,5,109,32,87.29,"MECANICA","Victoria de Durango",24.023988,-104.670194
3652,7,123,35,79.41,"MECANICA","Victoria de Durango",24.023988,-104.670194
3653,3,28,28,80,"MECANICA","Los Arroyos (Las Colonias)",23.691424,-105.032756
3654,7,163,26,84.43,"MECANICA","Victoria de Durango",24.023988,-104.670194
3655,7,115,21,79.6,"MECANICA","Victoria de Durango",24.023988,-104.670194
3656,6,113,29,79.72,"MECANICA","Los Arroyos (Las Colonias)",23.691424,-105.032756
3657,3,52,27,87.08,"MECANICA","Victoria de Durango",24.023988,-104.670194
3658,1,NA,26,0,"MECANICA","Los Arroyos (Las Colonias)",23.691424,-105.032756
3659,1,NA,26,0,"MECANICA","Victoria de Durango",24.023988,-104.670194
3660,3,52,27,91.92,"MECANICA","La Criba (Don Toño)",24.180146,-104.548244
3661,6,137,31,86.17,"MECANICA","Victoria de Durango",24.023988,-104.670194
3662,1,NA,26,0,"MECANICA","Victoria de Durango",24.023988,-104.670194
3663,3,52,27,83.17,"MECANICA","Victoria de Durango",24.023988,-104.670194
3664,1,NA,26,0,"MECANICA","Victoria de Durango",24.023988,-104.670194
3665,5,103,29,79.96,"MECANICA","Victoria de Durango",24.023988,-104.670194
3666,12,190,5,78.35,"MECATRONICA","Victoria de Durango",24.023988,-104.670194
3667,10,230,5,83.31,"MECATRONICA","La Criba (Don Toño)",24.180146,-104.548244
3668,11,197,22,83.71,"MECATRONICA","Victoria de Durango",24.023988,-104.670194
3669,9,209,26,86.55,"MECATRONICA","Las Curras",24.011718,-104.468644
3670,9,220,15,90.7,"MECATRONICA","Victoria de Durango",24.023988,-104.670194
3671,9,225,10,92.32,"MECATRONICA","Victoria de Durango",24.023988,-104.670194
3672,12,210,10,78.43,"MECATRONICA","Victoria de Durango",24.023988,-104.670194
3673,9,210,25,84.86,"MECATRONICA","Victoria de Durango",24.023988,-104.670194
3674,10,160,18,81.88,"MECATRONICA","Victoria de Durango",24.023988,-104.670194
3675,9,201,9,83.86,"MECATRONICA","Victoria de Durango",24.023988,-104.670194
3676,11,213,17,80.29,"MECATRONICA","Victoria de Durango",24.023988,-104.670194
3677,10,190,25,81.92,"MECATRONICA","Victoria de Durango",24.023988,-104.670194
3678,10,226,9,84,"MECATRONICA","La Criba (Don Toño)",24.180146,-104.548244
3679,11,192,32,81.98,"MECATRONICA","Victoria de Durango",24.023988,-104.670194
3680,9,220,15,85.78,"MECATRONICA","Los Caballos de Don Cruz",23.957366,-104.55193
3681,9,178,18,82.86,"MECATRONICA","Victoria de Durango",24.023988,-104.670194
3682,9,220,10,81.41,"MECATRONICA","Victoria de Durango",24.023988,-104.670194
3683,9,176,15,81.68,"MECATRONICA","Los Caballos de Don Cruz",23.957366,-104.55193
3684,10,187,10,85.33,"MECATRONICA","Victoria de Durango",24.023988,-104.670194
3685,12,230,5,81.9,"MECATRONICA","Victoria de Durango",24.023988,-104.670194
3686,9,215,20,91.6,"MECATRONICA","Victoria de Durango",24.023988,-104.670194
3687,9,225,10,91.32,"MECATRONICA","Victoria de Durango",24.023988,-104.670194
3688,10,168,16,78.91,"MECATRONICA","Victoria de Durango",24.023988,-104.670194
3689,10,194,11,81.78,"MECATRONICA","Victoria de Durango",24.023988,-104.670194
3690,10,224,11,83.4,"MECATRONICA","La Esperanza",23.921388,-105.297257
3691,9,210,5,84.91,"MECATRONICA","Victoria de Durango",24.023988,-104.670194
3692,9,225,10,92.72,"MECATRONICA","Victoria de Durango",24.023988,-104.670194
3693,9,208,27,84.93,"MECATRONICA","Victoria de Durango",24.023988,-104.670194
3694,10,216,19,83.53,"MECATRONICA","Victoria de Durango",24.023988,-104.670194
3695,9,210,10,87.41,"MECATRONICA","Victoria de Durango",24.023988,-104.670194
3696,11,231,4,83.33,"MECATRONICA","Victoria de Durango",24.023988,-104.670194
3697,9,220,15,86.85,"MECATRONICA","La Criba (Don Toño)",24.180146,-104.548244
3698,9,219,16,89.63,"MECATRONICA","Victoria de Durango",24.023988,-104.670194
3699,9,225,10,85.34,"MECATRONICA","Victoria de Durango",24.023988,-104.670194
3700,9,225,10,94.68,"MECATRONICA","Victoria de Durango",24.023988,-104.670194
3701,11,205,21,79.23,"MECATRONICA","Victoria de Durango",24.023988,-104.670194
3702,10,225,10,86,"MECATRONICA","Victoria de Durango",24.023988,-104.670194
3703,9,165,24,85.94,"MECATRONICA","Los Arroyos (Las Colonias)",23.691424,-105.032756
3704,9,225,10,85.19,"MECATRONICA","Victoria de Durango",24.023988,-104.670194
3705,10,185,9,79.33,"MECATRONICA","La Criba (Don Toño)",24.180146,-104.548244
3706,9,151,28,81.31,"MECATRONICA","Victoria de Durango",24.023988,-104.670194
3707,9,211,24,89.02,"MECATRONICA","Victoria de Durango",24.023988,-104.670194
3708,11,226,9,85.38,"MECATRONICA","Victoria de Durango",24.023988,-104.670194
3709,9,184,26,83.92,"MECATRONICA","Victoria de Durango",24.023988,-104.670194
3710,10,186,9,80.77,"MECATRONICA","Victoria de Durango",24.023988,-104.670194
3711,11,215,5,81.2,"MECATRONICA","Victoria de Durango",24.023988,-104.670194
3712,9,210,10,82.95,"MECATRONICA","Victoria de Durango",24.023988,-104.670194
3713,10,205,5,80.14,"MECATRONICA","Los Caballos de Don Cruz",23.957366,-104.55193
3714,10,225,10,84.74,"MECATRONICA","Victoria de Durango",24.023988,-104.670194
3715,10,178,8,79.81,"MECATRONICA","Victoria de Durango",24.023988,-104.670194
3716,11,180,15,80.46,"MECATRONICA","Victoria de Durango",24.023988,-104.670194
3717,9,178,21,83.55,"MECATRONICA","Victoria de Durango",24.023988,-104.670194
3718,8,201,19,87.76,"MECATRONICA","Las Curras",24.011718,-104.468644
3719,5,108,30,86.58,"MECATRONICA","La Criba (Don Toño)",24.180146,-104.548244
3720,1,NA,25,0,"MECATRONICA","Victoria de Durango",24.023988,-104.670194
3721,5,75,25,84.82,"MECATRONICA","La Criba (Don Toño)",24.180146,-104.548244
3722,3,58,26,85.54,"MECATRONICA","La Esperanza",23.921388,-105.297257
3723,3,53,26,88.5,"MECATRONICA","Los Arroyos (Las Colonias)",23.691424,-105.032756
3724,7,155,34,87.52,"MECATRONICA","La Criba (Don Toño)",24.180146,-104.548244
3725,7,142,33,82.23,"MECATRONICA","La Esperanza",23.921388,-105.297257
3726,1,NA,25,0,"MECATRONICA","Victoria de Durango",24.023988,-104.670194
3727,4,80,29,86.67,"MECATRONICA","La Esperanza",23.921388,-105.297257
3728,1,NA,25,0,"MECATRONICA","Los Caballos de Don Cruz",23.957366,-104.55193
3729,3,44,27,78.2,"MECATRONICA","Victoria de Durango",24.023988,-104.670194
3730,7,129,26,83.46,"MECATRONICA","Victoria de Durango",24.023988,-104.670194
3731,3,25,26,78,"MECATRONICA","Victoria de Durango",24.023988,-104.670194
3732,8,196,19,80.9,"MECATRONICA","Victoria de Durango",24.023988,-104.670194
3733,4,80,29,90.22,"MECATRONICA","La Criba (Don Toño)",24.180146,-104.548244
3734,5,105,24,83.78,"MECATRONICA","Los Arroyos (Las Colonias)",23.691424,-105.032756
3735,7,143,33,83.48,"MECATRONICA","Victoria de Durango",24.023988,-104.670194
3736,5,103,24,86.87,"MECATRONICA","Victoria de Durango",24.023988,-104.670194
3737,2,25,28,86.33,"MECATRONICA","Victoria de Durango",24.023988,-104.670194
3738,2,30,23,85.86,"MECATRONICA","Victoria de Durango",24.023988,-104.670194
3739,3,53,27,87.58,"MECATRONICA","Los Arroyos (Las Colonias)",23.691424,-105.032756
3740,6,56,20,83.77,"MECATRONICA","La Esperanza",23.921388,-105.297257
3741,8,196,19,86,"MECATRONICA","Victoria de Durango",24.023988,-104.670194
3742,3,58,28,84.38,"MECATRONICA","Victoria de Durango",24.023988,-104.670194
3743,3,53,27,87.58,"MECATRONICA","La Esperanza",23.921388,-105.297257
3744,7,132,26,79.14,"MECATRONICA","Victoria de Durango",24.023988,-104.670194
3745,4,70,29,84.44,"MECATRONICA","Victoria de Durango",24.023988,-104.670194
3746,4,75,29,87.24,"MECATRONICA","Victoria de Durango",24.023988,-104.670194
3747,3,39,32,79.33,"MECATRONICA","Victoria de Durango",24.023988,-104.670194
3748,5,109,29,87.46,"MECATRONICA","Victoria de Durango",24.023988,-104.670194
3749,4,30,34,82.71,"MECATRONICA","Victoria de Durango",24.023988,-104.670194
3750,3,53,27,84.92,"MECATRONICA","Los Arroyos (Las Colonias)",23.691424,-105.032756
3751,4,60,19,82.93,"MECATRONICA","Los Arroyos (Las Colonias)",23.691424,-105.032756
3752,7,164,22,88.23,"MECATRONICA","Victoria de Durango",24.023988,-104.670194
3753,6,109,36,90.46,"MECATRONICA","Victoria de Durango",24.023988,-104.670194
3754,8,181,16,87.58,"MECATRONICA","Victoria de Durango",24.023988,-104.670194
3755,5,109,29,91.63,"MECATRONICA","Los Arroyos (Las Colonias)",23.691424,-105.032756
3756,3,53,27,89.25,"MECATRONICA","La Criba (Don Toño)",24.180146,-104.548244
3757,1,NA,25,0,"MECATRONICA","Victoria de Durango",24.023988,-104.670194
3758,4,80,24,91.17,"MECATRONICA","Victoria de Durango",24.023988,-104.670194
3759,1,NA,25,0,"MECATRONICA","Victoria de Durango",24.023988,-104.670194
3760,1,NA,25,0,"MECATRONICA","Victoria de Durango",24.023988,-104.670194
3761,6,105,35,83.39,"MECATRONICA","Victoria de Durango",24.023988,-104.670194
3762,1,NA,25,0,"MECATRONICA","Victoria de Durango",24.023988,-104.670194
3763,7,114,29,84.92,"MECATRONICA","Victoria de Durango",24.023988,-104.670194
3764,1,NA,25,0,"MECATRONICA","Victoria de Durango",24.023988,-104.670194
3765,2,25,28,88.5,"MECATRONICA","Victoria de Durango",24.023988,-104.670194
3766,7,159,30,88.12,"MECATRONICA","La Esperanza",23.921388,-105.297257
3767,7,153,30,88.97,"MECATRONICA","La Esperanza",23.921388,-105.297257
3768,4,35,4,77.75,"MECATRONICA","La Esperanza",23.921388,-105.297257
3769,3,53,27,83.25,"MECATRONICA","Victoria de Durango",24.023988,-104.670194
3770,5,110,33,89.54,"MECATRONICA","Los Caballos de Don Cruz",23.957366,-104.55193
3771,8,129,27,80.56,"MECATRONICA","Victoria de Durango",24.023988,-104.670194
3772,5,100,30,84.23,"MECATRONICA","La Criba (Don Toño)",24.180146,-104.548244
3773,5,61,17,81.79,"MECATRONICA","La Criba (Don Toño)",24.180146,-104.548244
3774,7,159,30,87.76,"MECATRONICA","Victoria de Durango",24.023988,-104.670194
3775,4,71,25,82.81,"MECATRONICA","La Criba (Don Toño)",24.180146,-104.548244
3776,7,159,30,88.26,"MECATRONICA","Las Curras",24.011718,-104.468644
3777,3,48,34,81.82,"MECATRONICA","Victoria de Durango",24.023988,-104.670194
3778,6,99,28,81.52,"MECATRONICA","Victoria de Durango",24.023988,-104.670194
3779,4,58,22,78.15,"MECATRONICA","Victoria de Durango",24.023988,-104.670194
3780,5,110,33,95.75,"MECATRONICA","Victoria de Durango",24.023988,-104.670194
3781,7,146,27,80.29,"MECATRONICA","Victoria de Durango",24.023988,-104.670194
3782,1,NA,25,0,"MECATRONICA","La Criba (Don Toño)",24.180146,-104.548244
3783,3,53,27,83.33,"MECATRONICA","Los Caballos de Don Cruz",23.957366,-104.55193
3784,5,56,21,81.31,"MECATRONICA","Victoria de Durango",24.023988,-104.670194
3785,7,154,27,83.88,"MECATRONICA","Victoria de Durango",24.023988,-104.670194
3786,1,NA,25,0,"MECATRONICA","La Esperanza",23.921388,-105.297257
3787,1,NA,25,0,"MECATRONICA","Las Curras",24.011718,-104.468644
3788,1,NA,25,0,"MECATRONICA","Victoria de Durango",24.023988,-104.670194
3789,1,NA,25,0,"MECATRONICA","Victoria de Durango",24.023988,-104.670194
3790,1,NA,25,0,"MECATRONICA","La Esperanza",23.921388,-105.297257
3791,7,70,23,80.67,"MECATRONICA","Victoria de Durango",24.023988,-104.670194
3792,8,194,21,85.93,"MECATRONICA","La Criba (Don Toño)",24.180146,-104.548244
3793,7,128,31,84.46,"MECATRONICA","La Criba (Don Toño)",24.180146,-104.548244
3794,8,151,14,82.38,"MECATRONICA","La Esperanza",23.921388,-105.297257
3795,4,66,29,86.47,"MECATRONICA","Victoria de Durango",24.023988,-104.670194
3796,5,100,25,85,"MECATRONICA","Victoria de Durango",24.023988,-104.670194
3797,4,75,24,87.29,"MECATRONICA","Los Arroyos (Las Colonias)",23.691424,-105.032756
3798,8,128,32,81.67,"MECATRONICA","La Criba (Don Toño)",24.180146,-104.548244
3799,7,148,27,83.28,"MECATRONICA","Victoria de Durango",24.023988,-104.670194
3800,8,173,21,80.97,"MECATRONICA","Las Curras",24.011718,-104.468644
3801,5,80,23,85.06,"MECATRONICA","Victoria de Durango",24.023988,-104.670194
3802,5,79,24,87.78,"MECATRONICA","Los Arroyos (Las Colonias)",23.691424,-105.032756
3803,6,109,29,82.83,"MECATRONICA","Victoria de Durango",24.023988,-104.670194
3804,7,84,18,81.33,"MECATRONICA","Los Caballos de Don Cruz",23.957366,-104.55193
3805,1,NA,25,0,"MECATRONICA","Victoria de Durango",24.023988,-104.670194
3806,5,100,29,83.86,"MECATRONICA","La Criba (Don Toño)",24.180146,-104.548244
3807,5,109,29,87.88,"MECATRONICA","Victoria de Durango",24.023988,-104.670194
3808,4,76,24,89.29,"MECATRONICA","Victoria de Durango",24.023988,-104.670194
3809,5,76,30,83.06,"MECATRONICA","Victoria de Durango",24.023988,-104.670194
3810,3,49,27,83.45,"MECATRONICA","Victoria de Durango",24.023988,-104.670194
3811,5,76,34,83.65,"MECATRONICA","La Esperanza",23.921388,-105.297257
3812,1,NA,25,0,"MECATRONICA","Victoria de Durango",24.023988,-104.670194
3813,5,65,26,83.53,"MECATRONICA","La Criba (Don Toño)",24.180146,-104.548244
3814,2,20,23,83.8,"MECATRONICA","Los Arroyos (Las Colonias)",23.691424,-105.032756
3815,3,34,19,81.88,"MECATRONICA","La Criba (Don Toño)",24.180146,-104.548244
3816,5,108,30,86.71,"MECATRONICA","Victoria de Durango",24.023988,-104.670194
3817,5,62,34,86.93,"MECATRONICA","Las Curras",24.011718,-104.468644
3818,7,144,32,84.48,"MECATRONICA","Los Arroyos (Las Colonias)",23.691424,-105.032756
3819,1,NA,25,0,"MECATRONICA","Victoria de Durango",24.023988,-104.670194
3820,1,NA,25,0,"MECATRONICA","Victoria de Durango",24.023988,-104.670194
3821,7,154,33,85.79,"MECATRONICA","Victoria de Durango",24.023988,-104.670194
3822,8,151,14,79.63,"MECATRONICA","Victoria de Durango",24.023988,-104.670194
3823,1,NA,25,0,"MECATRONICA","Los Arroyos (Las Colonias)",23.691424,-105.032756
3824,5,105,30,86.48,"MECATRONICA","Los Arroyos (Las Colonias)",23.691424,-105.032756
3825,2,25,28,85.33,"MECATRONICA","Los Arroyos (Las Colonias)",23.691424,-105.032756
3826,4,61,25,83.36,"MECATRONICA","Victoria de Durango",24.023988,-104.670194
3827,3,53,27,84.92,"MECATRONICA","Victoria de Durango",24.023988,-104.670194
3828,3,42,29,83.2,"MECATRONICA","Victoria de Durango",24.023988,-104.670194
3829,1,NA,25,0,"MECATRONICA","Los Caballos de Don Cruz",23.957366,-104.55193
3830,7,107,36,80.87,"MECATRONICA","Victoria de Durango",24.023988,-104.670194
3831,4,80,25,84.39,"MECATRONICA","Victoria de Durango",24.023988,-104.670194
3832,4,71,25,86.44,"MECATRONICA","Victoria de Durango",24.023988,-104.670194
3833,7,151,31,82.44,"MECATRONICA","Los Arroyos (Las Colonias)",23.691424,-105.032756
3834,5,109,29,86.92,"MECATRONICA","Las Curras",24.011718,-104.468644
3835,1,NA,25,0,"MECATRONICA","Victoria de Durango",24.023988,-104.670194
3836,1,NA,25,0,"MECATRONICA","Victoria de Durango",24.023988,-104.670194
3837,7,159,25,85.03,"MECATRONICA","Los Caballos de Don Cruz",23.957366,-104.55193
3838,3,53,27,81.08,"MECATRONICA","Victoria de Durango",24.023988,-104.670194
3839,6,83,25,79.83,"MECATRONICA","Las Curras",24.011718,-104.468644
3840,5,107,31,87.75,"MECATRONICA","Victoria de Durango",24.023988,-104.670194
3841,1,NA,25,0,"MECATRONICA","Los Caballos de Don Cruz",23.957366,-104.55193
3842,8,142,28,78.63,"MECATRONICA","La Criba (Don Toño)",24.180146,-104.548244
3843,3,53,27,87.33,"MECATRONICA","Victoria de Durango",24.023988,-104.670194
3844,4,75,24,83.47,"MECATRONICA","Victoria de Durango",24.023988,-104.670194
3845,5,91,34,82.15,"MECATRONICA","Los Arroyos (Las Colonias)",23.691424,-105.032756
3846,5,101,27,86.18,"MECATRONICA","La Criba (Don Toño)",24.180146,-104.548244
3847,5,103,25,84.09,"MECATRONICA","Los Arroyos (Las Colonias)",23.691424,-105.032756
3848,3,48,27,80.09,"MECATRONICA","Los Arroyos (Las Colonias)",23.691424,-105.032756
3849,5,109,29,87.5,"MECATRONICA","Victoria de Durango",24.023988,-104.670194
3850,3,48,27,80.91,"MECATRONICA","La Criba (Don Toño)",24.180146,-104.548244
3851,7,154,27,85.09,"MECATRONICA","Los Arroyos (Las Colonias)",23.691424,-105.032756
3852,7,149,36,87.03,"MECATRONICA","Los Caballos de Don Cruz",23.957366,-104.55193
3853,5,105,24,89.57,"MECATRONICA","La Esperanza",23.921388,-105.297257
3854,3,53,27,83.42,"MECATRONICA","Victoria de Durango",24.023988,-104.670194
3855,1,NA,25,0,"MECATRONICA","Victoria de Durango",24.023988,-104.670194
3856,2,25,28,82.67,"MECATRONICA","Los Arroyos (Las Colonias)",23.691424,-105.032756
3857,1,NA,25,0,"MECATRONICA","Victoria de Durango",24.023988,-104.670194
3858,8,126,18,81.93,"MECATRONICA","La Esperanza",23.921388,-105.297257
3859,7,149,24,86.16,"MECATRONICA","Las Curras",24.011718,-104.468644
3860,4,61,4,82.29,"MECATRONICA","Victoria de Durango",24.023988,-104.670194
3861,7,148,33,85.13,"MECATRONICA","Victoria de Durango",24.023988,-104.670194
3862,1,NA,25,0,"MECATRONICA","Victoria de Durango",24.023988,-104.670194
3863,1,NA,25,0,"MECATRONICA","Victoria de Durango",24.023988,-104.670194
3864,4,34,18,83.25,"MECATRONICA","Victoria de Durango",24.023988,-104.670194
3865,1,NA,25,0,"MECATRONICA","La Criba (Don Toño)",24.180146,-104.548244
