Alumno,Semestre,Cr. Apr.,Carga,Promedio,Carrera
3805,1,,25,0,MECATRONICA
3806,5,100,29,83.86,MECATRONICA
3807,5,109,29,87.88,MECATRONICA
3808,4,76,24,89.29,MECATRONICA
3809,5,76,30,83.06,MECATRONICA
3810,3,49,27,83.45,MECATRONICA
3811,5,76,34,83.65,MECATRONICA
3812,1,,25,0,MECATRONICA
3813,5,65,26,83.53,MECATRONICA
3814,2,20,23,83.8,MECATRONICA
3815,3,34,19,81.88,MECATRONICA
3816,5,108,30,86.71,MECATRONICA
3817,5,62,34,86.93,MECATRONICA
3818,7,144,32,84.48,MECATRONICA
3819,1,,25,0,MECATRONICA
3820,1,,25,0,MECATRONICA
3821,7,154,33,85.79,MECATRONICA
3822,8,151,14,79.63,MECATRONICA
3823,1,,25,0,MECATRONICA
3824,5,105,30,86.48,MECATRONICA
3825,2,25,28,85.33,MECATRONICA
3826,4,61,25,83.36,MECATRONICA
3827,3,53,27,84.92,MECATRONICA
3828,3,42,29,83.2,MECATRONICA
3829,1,,25,0,MECATRONICA
3830,7,107,36,80.87,MECATRONICA
3831,4,80,25,84.39,MECATRONICA
3832,4,71,25,86.44,MECATRONICA
3833,7,151,31,82.44,MECATRONICA
3834,5,109,29,86.92,MECATRONICA
3835,1,,25,0,MECATRONICA
3836,1,,25,0,MECATRONICA
3837,7,159,25,85.03,MECATRONICA
3838,3,53,27,81.08,MECATRONICA
3839,6,83,25,79.83,MECATRONICA
3840,5,107,31,87.75,MECATRONICA
3841,1,,25,0,MECATRONICA
3842,8,142,28,78.63,MECATRONICA
3843,3,53,27,87.33,MECATRONICA
3844,4,75,24,83.47,MECATRONICA
3845,5,91,34,82.15,MECATRONICA
3846,5,101,27,86.18,MECATRONICA
3847,5,103,25,84.09,MECATRONICA
3848,3,48,27,80.09,MECATRONICA
3849,5,109,29,87.5,MECATRONICA
3850,3,48,27,80.91,MECATRONICA
3851,7,154,27,85.09,MECATRONICA
3852,7,149,36,87.03,MECATRONICA
3853,5,105,24,89.57,MECATRONICA
3854,3,53,27,83.42,MECATRONICA
3855,1,,25,0,MECATRONICA
3856,2,25,28,82.67,MECATRONICA
3857,1,,25,0,MECATRONICA
3858,8,126,18,81.93,MECATRONICA
3859,7,149,24,86.16,MECATRONICA
3860,4,61,4,82.29,MECATRONICA
3861,7,148,33,85.13,MECATRONICA
3862,1,,25,0,MECATRONICA
3863,1,,25,0,MECATRONICA
3864,4,34,18,83.25,MECATRONICA
3865,1,,25,0,MECATRONICA
3866,6,110,35,82.33,MECATRONICA
3867,3,49,27,83.18,MECATRONICA
3868,5,95,29,89.9,MECATRONICA
3869,8,124,19,81.3,MECATRONICA
3870,1,,25,0,MECATRONICA
3871,8,164,22,82.4,MECATRONICA
3872,1,,25,0,MECATRONICA
3873,7,90,24,81.3,MECATRONICA
3874,4,52,24,84.92,MECATRONICA
3875,4,67,23,79.07,MECATRONICA
3876,7,105,24,84.04,MECATRONICA
3877,3,53,27,81.75,MECATRONICA
3878,8,194,16,85.24,MECATRONICA
3879,4,62,25,82.57,MECATRONICA
3880,3,43,17,82.9,MECATRONICA
3881,3,48,32,79.82,MECATRONICA
3882,1,,25,0,MECATRONICA
3883,6,77,25,80.18,MECATRONICA
3884,5,70,30,81.94,MECATRONICA
3885,3,43,32,81,MECATRONICA
3886,3,43,27,86.5,MECATRONICA
3887,7,73,29,82.88,MECATRONICA
3888,1,,25,0,MECATRONICA
3889,6,129,30,89.21,MECATRONICA
3890,3,39,36,80.11,MECATRONICA
3891,6,102,29,80.09,MECATRONICA
3892,6,76,20,81.18,MECATRONICA
3893,5,109,24,91.13,MECATRONICA
3894,6,149,27,85.16,MECATRONICA
3895,6,129,36,84.68,MECATRONICA
3896,4,47,27,81.27,MECATRONICA
3897,4,57,28,86.77,MECATRONICA
3898,5,73,31,83.82,MECATRONICA
3899,3,53,26,89,MECATRONICA
3900,7,194,21,95.12,MECATRONICA
3901,1,,25,0,MECATRONICA
3902,4,76,29,86.88,MECATRONICA
3903,4,71,20,83.38,MECATRONICA
3904,3,43,28,82.8,MECATRONICA
3905,8,174,16,82.73,MECATRONICA
3906,5,100,30,81.82,MECATRONICA
3907,7,153,33,87,MECATRONICA
3908,4,48,27,78.82,MECATRONICA
3909,3,53,27,81,MECATRONICA
3910,10,201,19,79.14,MECATRONICA
3911,5,95,27,94.52,MECATRONICA
3912,1,,25,0,MECATRONICA
3913,4,75,30,84,MECATRONICA
3914,3,48,27,87.73,MECATRONICA
3915,3,39,36,82,MECATRONICA
3916,1,,25,0,MECATRONICA
3917,3,25,24,83.67,MECATRONICA
3918,1,,25,0,MECATRONICA
3919,3,53,27,79.92,MECATRONICA
3920,7,106,27,81.74,MECATRONICA
3921,5,96,36,82.86,MECATRONICA
3922,8,162,22,82.03,MECATRONICA
3923,1,,25,0,MECATRONICA
3924,7,155,34,87,MECATRONICA
3925,6,120,30,81.92,MECATRONICA
3926,4,52,4,87.25,MECATRONICA
3927,4,66,10,83.13,MECATRONICA
3928,2,25,28,86.67,MECATRONICA
3929,8,167,22,84.44,MECATRONICA
3930,7,159,27,92.74,MECATRONICA
3931,5,109,29,90.5,MECATRONICA
3932,8,136,32,79.59,MECATRONICA
3933,7,128,33,83.67,MECATRONICA
3934,3,53,27,86.5,MECATRONICA
3935,1,,25,0,MECATRONICA
3936,1,,25,0,MECATRONICA
3937,7,154,32,87.09,MECATRONICA
3938,7,170,25,82.11,MECATRONICA
3939,2,16,28,82,MECATRONICA
3940,2,25,28,80.17,MECATRONICA
3941,4,75,24,84.76,MECATRONICA
3942,5,91,30,85.6,MECATRONICA
3943,3,36,9,77.88,MECATRONICA
3944,7,134,32,80.86,MECATRONICA
3945,3,53,23,89.5,MECATRONICA
3946,5,101,22,88.27,MECATRONICA
3947,7,150,31,84.5,MECATRONICA
3948,3,53,27,87.5,MECATRONICA
3949,7,133,21,84.31,MECATRONICA
3950,2,25,28,90,MECATRONICA
3951,6,47,4,82.09,MECATRONICA
3952,5,51,27,84.09,MECATRONICA
3953,8,150,21,82.34,MECATRONICA
3954,7,146,12,84.9,MECATRONICA
3955,5,99,27,83.73,MECATRONICA
3956,5,87,30,82.32,MECATRONICA
3957,1,,25,0,MECATRONICA
3958,7,148,35,86.19,MECATRONICA
3959,5,99,30,82.55,MECATRONICA
3960,4,75,29,88,MECATRONICA
3961,3,53,27,86.83,MECATRONICA
3962,3,54,26,89,MECATRONICA
3963,1,,25,0,MECATRONICA
3964,2,25,28,86,MECATRONICA
3965,2,25,28,85.83,MECATRONICA
3966,2,16,23,81.75,MECATRONICA
3967,1,,25,0,MECATRONICA
3968,5,65,30,82.07,MECATRONICA
3969,1,,25,0,MECATRONICA
3970,1,,25,0,MECATRONICA
3971,5,92,24,83.4,MECATRONICA
3972,1,,25,0,MECATRONICA
3973,7,154,27,86.36,MECATRONICA
3974,8,151,9,81.56,MECATRONICA
3975,2,20,27,78,MECATRONICA
3976,2,25,28,88.67,MECATRONICA
3977,1,,25,0,MECATRONICA
3978,7,138,31,81.2,MECATRONICA
3979,2,25,28,87.5,MECATRONICA
3980,5,109,24,89.83,MECATRONICA
3981,1,,25,0,MECATRONICA
3982,1,,25,0,MECATRONICA
3983,5,109,29,88.21,MECATRONICA
3984,3,53,31,84.5,MECATRONICA
3985,5,48,17,82.36,MECATRONICA
3986,3,53,27,86.67,MECATRONICA
3987,2,20,23,87.6,MECATRONICA
3988,2,30,23,90,MECATRONICA
3989,4,67,24,85.93,MECATRONICA
3990,8,101,6,80.05,MECATRONICA
3991,7,110,29,81.5,MECATRONICA
3992,4,75,24,84.41,MECATRONICA
3993,8,151,27,79.53,MECATRONICA
3994,6,78,14,84.39,MECATRONICA
3995,5,95,24,85.48,MECATRONICA
3996,5,105,24,90.35,MECATRONICA
3997,6,125,23,85.78,MECATRONICA
3998,1,,25,0,MECATRONICA
3999,4,25,4,78.17,MECATRONICA
4000,7,143,33,79.13,MECATRONICA
4001,7,137,27,81.03,MECATRONICA
4002,6,71,29,82.69,MECATRONICA
4003,4,72,4,84.13,MECATRONICA
4004,8,156,22,81.76,MECATRONICA
4005,2,25,28,79.67,MECATRONICA
4006,4,44,9,80.6,MECATRONICA
4007,7,115,27,82.96,MECATRONICA
4008,1,,25,0,MECATRONICA
4009,2,25,28,80.67,MECATRONICA
4010,1,,25,0,MECATRONICA
4011,1,,25,0,MECATRONICA
4012,6,109,30,88.83,MECATRONICA
4013,3,48,32,88.55,MECATRONICA
4014,1,,25,0,MECATRONICA
4015,4,62,26,85,MECATRONICA
4016,6,128,31,85.93,MECATRONICA
4017,9,176,6,83.95,MECATRONICA
4018,6,124,35,86.89,MECATRONICA
4019,3,58,26,84.08,MECATRONICA
4020,2,25,18,83.5,MECATRONICA
4021,3,30,22,79.86,MECATRONICA
4022,1,,25,0,MECATRONICA
4023,1,,25,0,MECATRONICA
4024,1,,25,0,MECATRONICA
4025,1,,25,0,MECATRONICA
4026,3,51,33,80.33,MECATRONICA
4027,8,89,15,79.15,MECATRONICA
4028,5,30,33,76.43,MECATRONICA
4029,7,151,35,84.25,MECATRONICA
4030,1,,25,0,MECATRONICA
4031,5,101,27,89.05,MECATRONICA
4032,2,25,33,86.33,MECATRONICA
4033,5,105,29,87.39,MECATRONICA
4034,8,145,26,79.26,MECATRONICA
4035,7,159,30,86.26,MECATRONICA
4036,3,53,27,83.58,MECATRONICA
4037,7,164,20,86.77,MECATRONICA
4038,5,105,24,88.57,MECATRONICA
4039,1,,25,0,MECATRONICA
4040,5,105,29,86.65,MECATRONICA
4041,2,25,28,87.17,MECATRONICA
4042,1,,25,0,MECATRONICA
4043,8,176,24,85.16,MECATRONICA
4044,4,76,29,85.88,MECATRONICA
4045,3,44,32,78.1,MECATRONICA
4046,1,,25,0,MECATRONICA
4047,1,,25,0,MECATRONICA
4048,2,25,28,85.67,MECATRONICA
4049,3,53,27,83.33,MECATRONICA
4050,4,75,24,90.24,MECATRONICA
4051,8,105,30,78.41,MECATRONICA
4052,5,110,24,85.17,MECATRONICA
4053,6,109,34,89.13,MECATRONICA
4054,1,,25,0,MECATRONICA
4055,3,43,14,81.1,MECATRONICA
4056,3,33,23,81.63,MECATRONICA
4057,3,53,27,82.75,MECATRONICA
4058,5,90,28,83.35,MECATRONICA
4059,2,25,28,81.67,MECATRONICA
4060,5,100,29,86.32,MECATRONICA
4061,1,,25,0,MECATRONICA
4062,3,53,27,87.42,MECATRONICA
4063,1,,25,0,MECATRONICA
4064,4,71,29,87.56,MECATRONICA
4065,5,109,29,91.88,MECATRONICA
4066,9,179,20,87.42,MECATRONICA
4067,5,105,33,88.96,MECATRONICA
4068,1,,25,0,MECATRONICA
4069,5,105,24,86.74,MECATRONICA
4070,5,100,24,83.86,MECATRONICA
4071,7,175,20,91.57,MECATRONICA
4072,4,80,25,84.94,MECATRONICA
4073,4,66,25,86.13,MECATRONICA
4074,3,43,32,80.4,MECATRONICA
4075,2,25,28,84,MECATRONICA
4076,7,144,32,88.52,MECATRONICA
4077,7,112,21,85.58,MECATRONICA
4078,8,102,30,82.13,MECATRONICA
4079,1,,25,0,MECATRONICA
4080,8,201,14,85.48,MECATRONICA
4081,3,53,27,85.08,MECATRONICA
4082,3,53,27,81.25,MECATRONICA
4083,7,155,36,86.33,MECATRONICA
4084,5,75,33,82.53,MECATRONICA
4085,3,16,27,81.5,MECATRONICA
4086,1,,25,0,MECATRONICA
4087,3,25,23,88.5,MECATRONICA
4088,4,76,20,90.06,MECATRONICA
4089,3,48,32,78.73,MECATRONICA
4090,8,154,20,83.09,MECATRONICA
4091,4,80,24,89.11,MECATRONICA
4092,1,,25,0,MECATRONICA
4093,5,105,24,96.39,MECATRONICA
4094,1,,25,0,MECATRONICA
4095,8,196,19,86.44,MECATRONICA
4096,7,145,21,80.52,MECATRONICA
4097,6,79,13,81.17,MECATRONICA
4098,3,56,30,91.83,QUIMICA
4099,5,100,23,81.14,QUIMICA
4100,9,225,5,87.96,QUIMICA
4101,1,,25,0,QUIMICA
4102,3,51,30,83.64,QUIMICA
4103,3,45,26,87.8,QUIMICA
4104,6,123,19,84.77,QUIMICA
4105,9,173,26,79.72,QUIMICA
4106,3,56,30,89.75,QUIMICA
4107,1,,25,0,QUIMICA
4108,8,199,31,83.22,QUIMICA
4109,5,94,29,84.65,QUIMICA
4110,1,,25,0,QUIMICA
4111,9,224,6,91.26,QUIMICA
4112,6,71,19,80.8,QUIMICA
4113,8,162,30,82.76,QUIMICA
4114,8,178,27,80.19,QUIMICA
4115,7,167,25,90.14,QUIMICA
4116,5,89,29,80.47,QUIMICA
4117,9,205,10,84,QUIMICA
4118,2,20,31,78.2,QUIMICA
4119,3,51,35,87,QUIMICA
4120,9,194,31,83.13,QUIMICA
4121,3,56,30,91.5,QUIMICA
4122,1,,25,0,QUIMICA
4123,2,25,31,89.17,QUIMICA
4124,4,86,28,79.17,QUIMICA
4125,11,230,5,86.66,QUIMICA
4126,9,204,26,84.12,QUIMICA
4127,7,172,32,91.06,QUIMICA
4128,11,161,32,81.21,QUIMICA
4129,6,144,23,87.17,QUIMICA
4130,8,194,26,85.8,QUIMICA
4131,2,25,31,85.83,QUIMICA
4132,12,220,5,80.18,QUIMICA
4133,8,183,26,83.82,QUIMICA
4134,11,185,30,79.16,QUIMICA
4135,7,172,26,85.39,QUIMICA
4136,7,167,26,86.91,QUIMICA
4137,10,215,10,85.86,QUIMICA
4138,3,56,30,89.42,QUIMICA
4139,9,199,21,86.22,QUIMICA
4140,8,129,27,80.81,QUIMICA
4141,4,70,28,79.73,QUIMICA
4142,9,151,26,81.06,QUIMICA
4143,3,35,26,84.5,QUIMICA
4144,8,191,24,83.62,QUIMICA
4145,7,135,21,87.76,QUIMICA
4146,5,109,30,85.04,QUIMICA
4147,2,25,31,92.5,QUIMICA
4148,5,108,29,84.91,QUIMICA
4149,3,56,30,90.83,QUIMICA
4150,7,80,30,82.59,QUIMICA
4151,2,25,31,91.33,QUIMICA
4152,1,,25,0,QUIMICA
4153,6,123,28,83.12,QUIMICA
4154,1,,25,0,QUIMICA
4155,1,,25,0,QUIMICA
4156,6,133,23,84.14,QUIMICA
4157,7,172,31,87.22,QUIMICA
4158,9,210,25,85.02,QUIMICA
4159,3,56,30,89.58,QUIMICA
4160,4,76,28,79.06,QUIMICA
4161,4,86,28,80.33,QUIMICA
4162,8,161,26,80.76,QUIMICA
4163,3,56,30,91.08,QUIMICA
4164,1,,25,0,QUIMICA
4165,4,53,20,77.91,QUIMICA
4166,8,146,11,85.71,QUIMICA
4167,9,230,5,88.11,QUIMICA
4168,10,230,5,83.11,QUIMICA
4169,3,56,30,92.92,QUIMICA
4170,10,211,24,80.44,QUIMICA
4171,1,,25,0,QUIMICA
4172,2,31,26,82.57,QUIMICA
4173,2,25,31,80.83,QUIMICA
4174,9,224,6,92.2,QUIMICA
4175,8,140,16,82.53,QUIMICA
4176,5,104,29,86.82,QUIMICA
4177,3,56,30,92.17,QUIMICA
4178,6,91,33,79,QUIMICA
4179,6,133,23,83.96,QUIMICA
4180,4,71,28,79.27,QUIMICA
4181,5,114,30,89.88,QUIMICA
4182,2,25,31,94.17,QUIMICA
4183,3,56,30,89.42,QUIMICA
4184,9,199,21,86.27,QUIMICA
4185,1,,25,0,QUIMICA
4186,2,35,26,93.25,QUIMICA
4187,5,109,25,87.22,QUIMICA
4188,3,56,30,84.58,QUIMICA
4189,8,209,26,85.98,QUIMICA
4190,1,,25,0,QUIMICA
4191,2,25,31,92.17,QUIMICA
4192,4,86,28,85.11,QUIMICA
4193,8,141,28,82.17,QUIMICA
4194,5,109,30,78.35,QUIMICA
4195,2,25,31,91.17,QUIMICA
4196,5,109,30,92.3,QUIMICA
4197,8,157,10,83.61,QUIMICA
4198,1,,25,0,QUIMICA
4199,1,,25,0,QUIMICA
4200,8,145,16,84.65,QUIMICA
4201,8,140,16,78.93,QUIMICA
4202,5,81,33,80.29,QUIMICA
4203,3,56,30,88.67,QUIMICA
4204,5,114,30,89.29,QUIMICA
4205,1,,25,0,QUIMICA
4206,1,,25,0,QUIMICA
4207,4,86,32,81.39,QUIMICA
4208,7,167,31,93.69,QUIMICA
4209,1,,25,0,QUIMICA
4210,2,25,31,93,QUIMICA
4211,7,172,32,89,QUIMICA
4212,3,51,30,88.18,QUIMICA
4213,3,56,30,92.42,QUIMICA
4214,7,172,31,86.94,QUIMICA
4215,12,215,10,80.86,QUIMICA
4216,4,81,28,84.65,QUIMICA
4217,12,225,10,78.46,QUIMICA
4218,3,56,30,90.08,QUIMICA
4219,7,140,16,84.93,QUIMICA
4220,2,25,31,85.5,QUIMICA
4221,8,161,32,83.38,QUIMICA
4222,1,,25,0,QUIMICA
4223,8,209,26,86.14,QUIMICA
4224,3,56,30,90.08,QUIMICA
4225,3,56,30,89.08,QUIMICA
4226,5,114,30,87.21,QUIMICA
4227,7,172,32,96.25,QUIMICA
4228,4,61,25,86.08,QUIMICA
4229,3,36,30,89.25,QUIMICA
4230,1,,25,0,QUIMICA
4231,7,172,32,88.94,QUIMICA
4232,9,199,11,84.98,QUIMICA
4233,2,25,31,92.5,QUIMICA
4234,7,142,31,94.77,QUIMICA
4235,3,46,25,83.6,QUIMICA
4236,2,25,31,85.83,QUIMICA
4237,1,,25,0,QUIMICA
4238,8,124,29,81.27,QUIMICA
4239,8,162,22,81.79,QUIMICA
4240,3,56,30,90.5,QUIMICA
4241,8,132,24,81.29,QUIMICA
4242,10,209,11,85.26,QUIMICA
4243,8,183,21,80.66,QUIMICA
4244,4,86,28,86.22,QUIMICA
4245,1,,25,0,QUIMICA
4246,9,230,5,85.7,QUIMICA
4247,2,25,31,88.17,QUIMICA
4248,6,129,29,84.19,QUIMICA
4249,7,172,32,90.94,QUIMICA
4250,1,,25,0,QUIMICA
4251,3,56,30,86.25,QUIMICA
4252,3,46,30,87.3,QUIMICA
4253,2,25,31,90,QUIMICA
4254,8,196,31,81.65,QUIMICA
4255,2,25,31,94,QUIMICA
4256,6,123,28,81.38,QUIMICA
4257,5,114,30,82.96,QUIMICA
4258,5,114,30,90.46,QUIMICA
4259,9,205,15,82.48,QUIMICA
4260,11,209,5,82.79,QUIMICA
4261,3,51,30,82.82,QUIMICA
4262,2,22,31,90.8,QUIMICA
4263,6,133,23,87.71,QUIMICA
4264,1,,25,0,QUIMICA
4265,1,,25,0,QUIMICA
4266,3,56,25,82.92,QUIMICA
4267,7,172,32,95.89,QUIMICA
4268,5,114,30,85.67,QUIMICA
4269,1,,25,0,QUIMICA
4270,3,56,30,94.42,QUIMICA
4271,2,30,31,91.86,QUIMICA
4272,5,99,29,86.95,QUIMICA
4273,9,214,11,87.95,QUIMICA
4274,2,25,31,96.5,QUIMICA
4275,3,56,30,95.25,QUIMICA
4276,3,56,30,89.17,QUIMICA
4277,9,167,31,80.49,QUIMICA
4278,7,172,32,91.36,QUIMICA
4279,1,,25,0,QUIMICA
4280,10,220,10,82.27,QUIMICA
4281,6,105,23,84.45,QUIMICA
4282,2,25,31,92.17,QUIMICA
4283,3,56,30,91.33,QUIMICA
4284,3,56,30,90.58,QUIMICA
4285,5,94,24,81.6,QUIMICA
4286,7,167,32,88.51,QUIMICA
4287,2,25,31,95.83,QUIMICA
4288,13,235,10,78.98,QUIMICA
4289,3,21,20,86,QUIMICA
4290,10,215,5,83.34,QUIMICA
4291,1,,25,0,QUIMICA
4292,3,56,30,89.25,QUIMICA
4293,5,89,24,86.84,QUIMICA
4294,4,81,28,86.24,QUIMICA
4295,7,167,20,89.4,QUIMICA
4296,2,25,31,88.33,QUIMICA
4297,10,167,26,84.4,QUIMICA
4298,9,144,26,79.7,QUIMICA
4299,6,133,23,83.04,QUIMICA
4300,2,25,31,91.17,QUIMICA
4301,6,129,26,84.96,QUIMICA
4302,4,86,28,86.22,QUIMICA
4303,5,114,30,86.13,QUIMICA
4304,9,194,21,83.92,QUIMICA
4305,2,11,25,91.67,QUIMICA
4306,2,25,31,93.17,QUIMICA
4307,1,,25,0,QUIMICA
4308,1,,25,0,QUIMICA
4309,9,219,16,87.44,QUIMICA
4310,5,109,30,80.13,QUIMICA
4311,10,209,11,82.19,QUIMICA
4312,5,123,21,84.65,QUIMICA
4313,7,150,27,84.03,QUIMICA
4314,3,35,21,87.63,QUIMICA
4315,9,215,15,90,QUIMICA
4316,7,104,26,78.05,QUIMICA
4317,9,214,16,81.95,QUIMICA
4318,6,140,26,84.07,QUIMICA
4319,9,215,20,85.59,QUIMICA
4320,1,,25,0,QUIMICA
4321,1,,25,0,QUIMICA
4322,5,76,23,86.44,QUIMICA
4323,4,81,28,79.76,QUIMICA
4324,1,,25,0,QUIMICA
4325,1,,25,0,QUIMICA
4326,1,,25,0,QUIMICA
4327,8,140,16,81.53,QUIMICA
4328,5,96,33,79.55,QUIMICA
4329,8,156,22,84.88,QUIMICA
4330,9,235,10,85.88,QUIMICA
4331,5,104,29,82.27,QUIMICA
4332,4,86,28,79.61,QUIMICA
4333,1,,25,0,QUIMICA
4334,3,56,30,94.83,QUIMICA
4335,2,25,31,95,QUIMICA
4336,4,15,25,72,QUIMICA
4337,9,199,36,83.27,QUIMICA
4338,2,15,26,87.75,QUIMICA
4339,1,,25,0,QUIMICA
4340,6,128,28,84.48,QUIMICA
4341,1,,25,0,QUIMICA
4342,5,114,30,89.5,QUIMICA
4343,9,224,11,85.04,QUIMICA
4344,8,139,26,81.72,QUIMICA
4345,6,90,33,79.47,QUIMICA
4346,5,114,25,93,QUIMICA
4347,7,138,24,85.07,QUIMICA
4348,5,114,30,89.92,QUIMICA
4349,5,114,30,92,QUIMICA
4350,10,235,10,81.54,QUIMICA
4351,8,179,31,81.81,QUIMICA
4352,4,86,28,82.89,QUIMICA
4353,5,114,30,86.29,QUIMICA
4354,2,25,31,87.67,QUIMICA
4355,8,179,31,85.11,QUIMICA
4356,1,,25,0,QUIMICA
4357,1,,25,0,QUIMICA
4358,6,122,23,82.42,QUIMICA
4359,2,25,31,88.17,QUIMICA
4360,2,25,31,87.5,QUIMICA
4361,4,81,28,82.06,QUIMICA
4362,3,56,30,88.92,QUIMICA
4363,2,13,21,83.67,QUIMICA
4364,4,86,28,88.5,QUIMICA
4365,9,194,16,84.3,QUIMICA
4366,8,130,10,80.21,QUIMICA
4367,1,,25,0,QUIMICA
4368,6,128,19,82.78,QUIMICA
4369,7,167,25,91.6,QUIMICA
4370,5,94,24,85.95,QUIMICA
4371,3,56,30,90,QUIMICA
4372,3,41,30,83.67,QUIMICA
4373,1,,25,0,QUIMICA
4374,7,172,32,92.67,QUIMICA
4375,11,230,5,84.94,QUIMICA
4376,9,188,32,85.56,QUIMICA
4377,9,220,15,85.56,QUIMICA
4378,9,183,15,81.92,QUIMICA
4379,3,56,30,88.17,QUIMICA
4380,7,167,20,88.71,QUIMICA
4381,5,104,30,84.23,QUIMICA
4382,3,56,30,89.08,QUIMICA
4383,3,56,30,92.5,QUIMICA
4384,3,61,30,88.69,QUIMICA
4385,3,56,30,90.25,QUIMICA
4386,5,114,30,87.33,QUIMICA
4387,9,225,10,86.78,QUIMICA
4388,2,25,31,88.5,QUIMICA
4389,7,172,31,93.31,QUIMICA
4390,1,,25,0,QUIMICA
4391,5,95,28,82.3,QUIMICA
4392,1,,25,0,QUIMICA
4393,8,189,20,83.87,QUIMICA
4394,2,25,31,83.33,QUIMICA
4395,5,71,28,84.2,QUIMICA
4396,8,204,31,84.05,QUIMICA
4397,7,167,25,91.2,QUIMICA
4398,3,56,30,95.5,QUIMICA
4399,3,56,30,87,QUIMICA
4400,7,172,31,87.25,QUIMICA
4401,5,104,24,81.82,QUIMICA
4402,1,,25,0,QUIMICA
4403,7,172,31,91.72,QUIMICA
4404,8,194,26,83.78,QUIMICA
4405,3,56,30,96.92,QUIMICA
4406,4,86,28,81.44,QUIMICA
4407,1,,25,0,QUIMICA
4408,9,139,19,87.1,QUIMICA
4409,8,179,30,87,QUIMICA
4410,4,86,28,85.17,QUIMICA
4411,7,172,32,95.64,QUIMICA
4412,9,173,25,79.81,QUIMICA
4413,2,25,31,83.83,QUIMICA
4414,2,25,25,86.67,QUIMICA
4415,3,56,30,90.58,QUIMICA
4416,5,109,30,91.3,QUIMICA
4417,7,172,32,89.44,QUIMICA
4418,2,25,31,84.33,QUIMICA
4419,4,86,33,83.22,QUIMICA
4420,1,,25,0,QUIMICA
4421,2,25,31,89.67,QUIMICA
4422,5,114,30,84.92,QUIMICA
4423,9,215,20,83.36,QUIMICA
4424,5,79,24,86.12,QUIMICA
4425,5,109,24,83.22,QUIMICA
4426,12,220,15,80.07,QUIMICA
4427,2,20,31,87.2,QUIMICA
4428,1,,25,0,QUIMICA
4429,9,219,11,87.76,QUIMICA
4430,2,16,31,83,QUIMICA
4431,8,199,36,83.22,QUIMICA
4432,4,75,28,85.25,QUIMICA
4433,6,123,28,86.38,QUIMICA
4434,8,183,30,81.26,QUIMICA
4435,9,235,10,85.75,QUIMICA
4436,9,220,5,87.82,QUIMICA
4437,1,,25,0,QUIMICA
4438,1,,25,0,QUIMICA
4439,6,133,23,82.86,QUIMICA
4440,3,56,30,87.5,QUIMICA
4441,1,,25,0,QUIMICA
4442,2,25,31,82.67,QUIMICA
4443,1,,25,0,QUIMICA
4444,7,172,25,85.19,QUIMICA
4445,7,118,19,82.44,QUIMICA
4446,11,225,10,81.91,QUIMICA
4447,7,96,18,85.05,QUIMICA
4448,1,,25,0,QUIMICA
4449,3,56,30,90.25,QUIMICA
4450,7,142,26,82.17,QUIMICA
4451,4,86,28,80.28,QUIMICA
4452,5,109,30,84.7,QUIMICA
4453,1,,25,0,QUIMICA
4454,1,,25,0,QUIMICA
4455,5,66,25,86.57,QUIMICA
4456,6,113,22,81.58,QUIMICA
4457,1,,25,0,QUIMICA
4458,3,56,30,91.42,QUIMICA
4459,8,184,36,82.42,QUIMICA
4460,1,,25,0,QUIMICA
4461,9,209,26,82.14,QUIMICA
4462,10,204,10,82.68,QUIMICA
4463,3,56,30,90.5,QUIMICA
4464,7,123,28,84.42,QUIMICA
4465,9,214,21,89.05,QUIMICA
4466,11,235,10,83.25,QUIMICA
4467,3,56,30,93,QUIMICA
4468,3,56,30,93.83,QUIMICA
4469,9,200,15,83.8,QUIMICA
4470,6,133,23,84.68,QUIMICA
4471,7,172,32,83.42,QUIMICA
4472,1,,25,0,QUIMICA
4473,7,172,31,86.5,QUIMICA
4474,8,205,20,83.76,QUIMICA
4475,5,114,30,84.92,QUIMICA
4476,2,25,31,92.67,QUIMICA
4477,6,144,23,86.17,QUIMICA
4478,1,,25,0,QUIMICA
4479,2,25,31,84.17,QUIMICA
4480,2,25,31,91.17,QUIMICA
4481,4,81,28,81.82,QUIMICA
4482,2,25,30,82,QUIMICA
4483,8,204,31,89.02,QUIMICA
4484,3,56,30,92.33,QUIMICA
4485,3,56,30,87.17,QUIMICA
4486,1,,25,0,QUIMICA
4487,2,25,31,92.5,QUIMICA
4488,5,46,14,86.7,QUIMICA
4489,4,86,33,85.28,QUIMICA
4490,4,76,32,80.13,QUIMICA
4491,2,25,31,85.83,QUIMICA
4492,1,,25,0,QUIMICA
4493,8,137,27,82.03,QUIMICA
4494,8,185,24,81.11,QUIMICA
4495,1,,25,0,QUIMICA
4496,7,128,23,92.63,QUIMICA
4497,4,56,24,82.17,QUIMICA
4498,1,,25,0,QUIMICA
4499,5,114,30,92.88,QUIMICA
4500,2,25,31,86,QUIMICA
4501,1,,25,0,QUIMICA
4502,3,56,30,92.92,QUIMICA
4503,2,25,31,90.67,QUIMICA
4504,2,25,31,91.67,QUIMICA
4505,10,189,20,83.31,QUIMICA
4506,9,151,31,79.16,QUIMICA
4507,5,114,30,88.75,QUIMICA
4508,1,,25,0,QUIMICA
4509,5,114,25,85.42,QUIMICA
